n,process_time,clock_time,runid
3,0.01619824900000033,0.014015913009643555,51
3,0.015128169000000025,0.011707305908203125,52
3,0.01505418500000033,0.016625165939331055,53
3,0.01511645799999961,0.01376199722290039,54
3,0.01602759099999984,0.012457847595214844,55
3,0.014748970999999944,0.011200428009033203,56
3,0.016325885000000095,0.013956308364868164,57
3,0.015728757000000204,0.011759757995605469,58
3,0.016187355000000014,0.014158964157104492,59
3,0.016059473999999963,0.013003826141357422,60
3,0.01684417199999988,0.01426243782043457,61
3,0.015611387999999948,0.012636184692382812,62
3,0.01588655899999969,0.013045549392700195,63
3,0.016265339000000267,0.014079809188842773,64
3,0.015945350999999608,0.012920618057250977,65
3,0.015817321000000106,0.012923240661621094,66
3,0.015790814999999903,0.012109518051147461,67
3,0.015679004999999968,0.012346744537353516,68
3,0.015308381000000093,0.012180328369140625,69
3,0.015558104000000128,0.012713193893432617,70
3,0.016046531000000197,0.032706260681152344,71
3,0.016572762999999657,0.015615224838256836,72
3,0.016939187999999827,0.01445913314819336,73
3,0.014931300999999841,0.010792255401611328,74
3,0.014837059999999624,0.01066279411315918,75
3,0.014812185999999894,0.010770797729492188,76
3,0.014348516999999728,0.010094404220581055,77
3,0.015069352999999897,0.011351346969604492,78
3,0.01456094100000005,0.011168479919433594,79
3,0.015349564000000093,0.011317729949951172,80
3,0.01477198099999999,0.011168718338012695,81
3,0.014703122000000235,0.010663509368896484,82
3,0.01521120499999995,0.01104879379272461,83
3,0.01462066300000009,0.011062145233154297,84
3,0.0148479039999998,0.010869741439819336,85
3,0.015200668000000306,0.011690139770507812,86
3,0.014717480999999921,0.012638092041015625,87
3,0.014746915999999999,0.010464191436767578,88
3,0.014795717999999791,0.010905027389526367,89
3,0.016172112000000016,0.011350631713867188,90
3,0.014745387000000054,0.011206626892089844,91
3,0.015462063999999831,0.011715412139892578,92
3,0.016387032000000357,0.012704849243164062,93
3,0.01563252000000004,0.013303995132446289,94
3,0.019218065000000006,0.014966487884521484,95
3,0.015299719000000156,0.011924028396606445,96
3,0.015438704000000136,0.011049747467041016,97
3,0.014656643999999996,0.011232852935791016,98
3,0.015306547000000226,0.012895584106445312,99
4,0.14569974800000018,0.044585227966308594,0
4,0.02277636900000024,0.014284133911132812,1
4,0.024698805999999962,0.01743483543395996,2
4,0.02322482800000003,0.014037609100341797,3
4,0.02527920100000003,0.01974320411682129,4
4,0.023426685000000003,0.01567530632019043,5
4,0.058589072999999825,0.02892446517944336,6
4,0.02790755200000028,0.02887868881225586,7
4,0.06804833799999965,0.022250652313232422,8
4,0.031286492,0.020622730255126953,9
4,0.03558750499999963,0.026024818420410156,10
4,0.02325237699999949,0.016461610794067383,11
4,0.02361544800000015,0.018009185791015625,12
4,0.02294137999999979,0.017810821533203125,13
4,0.02484954399999939,0.02527642250061035,14
4,0.023066700000000218,0.015541791915893555,15
4,0.02385103000000033,0.019949674606323242,16
4,0.02163521700000004,0.014526844024658203,17
4,0.028282346000000125,0.02316761016845703,18
4,0.07992253400000049,0.048642873764038086,19
4,0.030336428000000026,0.0366666316986084,20
4,0.023768149999999544,0.019959688186645508,21
4,0.023925950999999834,0.015113592147827148,22
4,0.06818704600000025,0.02419447898864746,23
4,0.022568524000000423,0.014014482498168945,24
4,0.021388136000000557,0.012508392333984375,25
4,0.021951632999999582,0.013405561447143555,26
4,0.022476791999999968,0.013413667678833008,27
4,0.02236821099999986,0.013732194900512695,28
4,0.022526703999999675,0.013803482055664062,29
4,0.02156436299999953,0.013237237930297852,30
4,0.023079798999999568,0.014417886734008789,31
4,0.021625182000000187,0.012453556060791016,32
4,0.022523848000000513,0.018288850784301758,33
4,0.03183482599999987,0.019652366638183594,34
4,0.2938070960000001,0.06027507781982422,35
4,0.022458923000000297,0.01617121696472168,36
4,0.022810776000000033,0.014058589935302734,37
4,0.021546919000000386,0.01284646987915039,38
4,0.022380116999999977,0.013251543045043945,39
4,0.022729753999999325,0.014581680297851562,40
4,0.032025304000000254,0.017837047576904297,41
4,0.02265882000000019,0.013484954833984375,42
4,0.02343373699999951,0.01457357406616211,43
4,0.02254788800000007,0.01415872573852539,44
4,0.022200718999999758,0.014070510864257812,45
4,0.02271719299999919,0.01403355598449707,46
4,0.022616922000000095,0.01406240463256836,47
4,0.022549445000000112,0.014934062957763672,48
4,0.022447963000000293,0.014773845672607422,49
4,0.023452456999999427,0.01701521873474121,50
4,0.024166241000000532,0.016857147216796875,51
4,0.02240473200000004,0.013195276260375977,52
4,0.02210585999999992,0.012954950332641602,53
4,0.02038042299999976,0.017482280731201172,54
4,0.022058299000000225,0.013051033020019531,55
4,0.024858070999999704,0.014242887496948242,56
4,0.021395397000000038,0.013011693954467773,57
4,0.021651829999999705,0.016396522521972656,58
4,0.023039133000000156,0.020497560501098633,59
4,0.0242412139999999,0.014779090881347656,60
4,0.022718742000000347,0.01366567611694336,61
4,0.023103052999999818,0.021450281143188477,62
4,0.02296194699999976,0.013852357864379883,63
4,0.022511292000000793,0.013469219207763672,64
4,0.022065947999999835,0.012616872787475586,65
4,0.02185202300000011,0.012963056564331055,66
4,0.022032216999999577,0.015561819076538086,67
4,0.02251479899999964,0.013209104537963867,68
4,0.02244473499999966,0.014123916625976562,69
4,0.02226372199999993,0.013593196868896484,70
4,0.02198347400000067,0.013095855712890625,71
4,0.021373075999999713,0.012366533279418945,72
4,0.022125065,0.013595104217529297,73
4,0.022740326999999283,0.013083219528198242,74
4,0.025202565999999926,0.01697826385498047,75
4,0.04438572599999979,0.020369529724121094,76
4,0.02260240099999944,0.01375126838684082,77
4,0.022294527999999758,0.014430999755859375,78
4,0.024720182000000257,0.018428325653076172,79
4,0.039524387999999355,0.015626192092895508,80
4,0.02281943200000036,0.016912221908569336,81
4,0.022504786999999915,0.013166427612304688,82
4,0.052895176999999904,0.01778411865234375,83
4,0.028237764,0.020855188369750977,84
4,0.02158428999999984,0.012633085250854492,85
4,0.021988023999999662,0.01387333869934082,86
4,0.02228828500000013,0.01326894760131836,87
4,0.023376859999999944,0.013686180114746094,88
4,0.18412172100000035,0.03786897659301758,89
4,0.22586748800000045,0.05269145965576172,90
4,0.02658519000000048,0.015624523162841797,91
4,0.02327796099999979,0.013988494873046875,92
4,0.02274570400000009,0.014667034149169922,93
4,0.023218082999999723,0.014686107635498047,94
4,0.025927427999999253,0.020239591598510742,95
4,0.0802782009999996,0.02301764488220215,96
4,0.022673511999999896,0.013732433319091797,97
4,0.02239706599999991,0.014556884765625,98
4,0.023348319000000117,0.0139923095703125,99
5,0.023682824999999852,0.028269290924072266,0
5,0.02325280599999857,0.014608383178710938,1
5,0.022771449000000388,0.014192342758178711,2
5,0.02344625300000125,0.016213417053222656,3
5,0.022720035999999055,0.014578580856323242,4
5,0.02446127099999984,0.01741647720336914,5
5,0.024457823000000545,0.01669931411743164,6
5,0.02512258299999992,0.01617264747619629,7
5,0.023282977000000926,0.016554832458496094,8
5,0.03520047000000126,0.024783611297607422,9
5,0.023715371999999846,0.018593549728393555,10
5,0.023252515999999446,0.01409459114074707,11
5,0.023277909000000818,0.014932632446289062,12
5,0.022903530999998978,0.014694452285766602,13
5,0.02304292100000005,0.013645172119140625,14
5,0.022065051000000224,0.013394594192504883,15
5,0.02268090499999964,0.013746976852416992,16
5,0.021686018000000473,0.012494564056396484,17
5,0.1484176890000004,0.03331279754638672,18
5,0.02328725899999995,0.014065742492675781,19
5,0.02242158500000002,0.014760017395019531,20
5,0.023694427000000573,0.017154932022094727,21
5,0.023702466000001365,0.014039993286132812,22
5,0.023046894999998457,0.014588356018066406,23
5,0.022683115000001308,0.016969919204711914,24
5,0.024050520999999492,0.01474761962890625,25
5,0.022647743000000276,0.013376474380493164,26
5,0.03148665700000031,0.0158994197845459,27
5,0.022202876999999788,0.013476848602294922,28
5,0.02274061799999849,0.01419973373413086,29
5,0.021290547000001325,0.012480974197387695,30
5,0.24576552899999982,0.047882795333862305,31
5,0.02277739400000023,0.013787508010864258,32
5,0.1767494050000007,0.040795326232910156,33
5,0.022600456000001046,0.013132333755493164,34
5,0.022369910000000104,0.013500452041625977,35
5,0.02189937600000036,0.013045787811279297,36
5,0.023605437000000506,0.018973112106323242,37
5,0.02420462299999926,0.0169677734375,38
5,0.02274845300000017,0.014699697494506836,39
5,0.024162124000000063,0.01923060417175293,40
5,0.02405634300000159,0.015013456344604492,41
5,0.022710658999999467,0.013721704483032227,42
5,0.024705918000000437,0.015165328979492188,43
5,0.02346756200000044,0.01402902603149414,44
5,0.02450703199999893,0.018151044845581055,45
5,0.024328113999999346,0.015040874481201172,46
5,0.022989930999999686,0.01371312141418457,47
5,0.021970581999999794,0.012764215469360352,48
5,0.022260980999998736,0.01411581039428711,49
5,0.02515363400000048,0.015617609024047852,50
5,0.02267455800000029,0.013457059860229492,51
5,0.022790103000000173,0.012989997863769531,52
5,0.022778751000000597,0.013830423355102539,53
5,0.027604981000001416,0.015138387680053711,54
5,0.022685505000000106,0.013681411743164062,55
5,0.02294645199999934,0.01352071762084961,56
5,0.027702290000000573,0.014117956161499023,57
5,0.02174758600000004,0.013188600540161133,58
5,0.02303539799999932,0.014105558395385742,59
5,0.023672065999999603,0.014575004577636719,60
5,0.02110135899999932,0.0123748779296875,61
5,0.02297613600000048,0.013951539993286133,62
5,0.022259011999999245,0.013852596282958984,63
5,0.022392756000000347,0.013299942016601562,64
5,0.02233438400000054,0.013593912124633789,65
5,0.021848019000000107,0.01325845718383789,66
5,0.022768511999998964,0.016989946365356445,67
5,0.028268714000001083,0.015966176986694336,68
5,0.023773473000000322,0.013594627380371094,69
5,0.02250943399999983,0.012885808944702148,70
5,0.023210752000000667,0.013798952102661133,71
5,0.02641432999999971,0.01949334144592285,72
5,0.02203215699999994,0.01297140121459961,73
5,0.02212779999999981,0.013187646865844727,74
5,0.022946791000000744,0.013331413269042969,75
5,0.023301718000000804,0.013739824295043945,76
5,0.023270259000000237,0.013369083404541016,77
5,0.02263934000000134,0.012988567352294922,78
5,0.02382639500000039,0.014006376266479492,79
5,0.021964359000000044,0.012696504592895508,80
5,0.05967778399999979,0.02315378189086914,81
5,0.02300198299999856,0.01336526870727539,82
5,0.060780262999999835,0.01961684226989746,83
5,0.022057052000000965,0.013151884078979492,84
5,0.0221351779999992,0.012840747833251953,85
5,0.025091550999999157,0.013661384582519531,86
5,0.023180411000000234,0.014441728591918945,87
5,0.02243756000000019,0.013236761093139648,88
5,0.022337577000000053,0.013099193572998047,89
5,0.02230222199999865,0.013321399688720703,90
5,0.022516721000000572,0.013006925582885742,91
5,0.021975242999999978,0.012752294540405273,92
5,0.02448281999999935,0.014008760452270508,93
5,0.021880469000000957,0.013987302780151367,94
5,0.023944885000000582,0.015707731246948242,95
5,0.02415502599999897,0.01503300666809082,96
5,0.024805071999999484,0.013939380645751953,97
5,0.03274543599999902,0.038069963455200195,98
5,0.02349400800000012,0.014128684997558594,99
6,0.08130998000000034,0.03181314468383789,0
6,0.07321106899999918,0.03663468360900879,1
6,0.058788093999998736,0.03310441970825195,2
6,0.06145450700000055,0.03645730018615723,3
6,0.04242792700000031,0.025133848190307617,4
6,0.0650285189999984,0.027048587799072266,5
6,0.050427512999998925,0.028028249740600586,6
6,0.049560241000000005,0.0270078182220459,7
6,0.0610958729999993,0.03375387191772461,8
6,0.22510287000000062,0.07035446166992188,9
6,0.0756794439999986,0.026380062103271484,10
6,0.07842174900000032,0.0407719612121582,11
6,0.05447968100000011,0.022063255310058594,12
6,0.04858517199999923,0.019944429397583008,13
6,0.07048042399999943,0.029396772384643555,14
6,0.04586235799999905,0.019222497940063477,15
6,0.04271567300000001,0.017386198043823242,16
6,0.08720631100000098,0.03066229820251465,17
6,0.09155584700000041,0.03560042381286621,18
6,0.09082362700000068,0.03052973747253418,19
6,0.06982745300000026,0.026296377182006836,20
6,0.1113367020000009,0.039412498474121094,21
6,0.06299037500000004,0.03282904624938965,22
6,0.05220452999999914,0.028508901596069336,23
6,0.09647699199999948,0.034454345703125,24
6,0.048274064000001005,0.033597707748413086,25
6,0.05022049499999959,0.043920278549194336,26
6,0.05148674999999869,0.02118849754333496,27
6,0.04374613399999916,0.020680904388427734,28
6,0.04854712500000069,0.02082514762878418,29
6,0.04066525200000015,0.019520044326782227,30
6,0.047695603000001086,0.021244287490844727,31
6,0.04456558000000044,0.01920318603515625,32
6,0.04211568999999926,0.01967477798461914,33
6,0.040456479000001266,0.01925373077392578,34
6,0.056131817999999,0.021265506744384766,35
6,0.04908131200000021,0.020348787307739258,36
6,0.0481122979999995,0.01936483383178711,37
6,0.044522169999998695,0.019184589385986328,38
6,0.05452373299999991,0.02081918716430664,39
6,0.04952011299999981,0.023783445358276367,40
6,0.09744965299999997,0.030650854110717773,41
6,0.04157927299999997,0.018793821334838867,42
6,0.05296206699999928,0.019487857818603516,43
6,0.05751960600000139,0.021261930465698242,44
6,0.04998103900000039,0.026519060134887695,45
6,0.04556446900000033,0.018958568572998047,46
6,0.0432558279999995,0.017465591430664062,47
6,0.6058844060000013,0.11343050003051758,48
6,0.07354688399999887,0.022457599639892578,49
6,0.04312311700000038,0.017792224884033203,50
6,0.05895922900000272,0.018908977508544922,51
6,0.06150595900000155,0.019831180572509766,52
6,0.04140651999999889,0.018001079559326172,53
6,0.07486689899999988,0.025548696517944336,54
6,0.03999042999999958,0.018887758255004883,55
6,0.06137822700000228,0.020966768264770508,56
6,0.04178531399999841,0.01750493049621582,57
6,0.04621729300000155,0.0187375545501709,58
6,0.04285381899999763,0.017402172088623047,59
6,0.03969266900000079,0.017413854598999023,60
6,0.04443364600000166,0.018860578536987305,61
6,0.039598762999997206,0.01694321632385254,62
6,0.047503945999999075,0.017742395401000977,63
6,0.04417645499999878,0.017615795135498047,64
6,0.04259620799999908,0.01764225959777832,65
6,0.04447562800000071,0.017507314682006836,66
6,0.12151784200000293,0.028900861740112305,67
6,0.046501376000001926,0.0170743465423584,68
6,0.0397066240000008,0.016582965850830078,69
6,0.04877856999999963,0.018351316452026367,70
6,0.04416268099999954,0.021244049072265625,71
6,0.06966764299999895,0.022201061248779297,72
6,0.04535491700000094,0.022612333297729492,73
6,0.04886462700000038,0.017956018447875977,74
6,0.04633379300000229,0.022624731063842773,75
6,0.050812042000000446,0.023953676223754883,76
6,0.04081735200000125,0.016744613647460938,77
6,0.06856925800000013,0.02240300178527832,78
6,0.045155291000000375,0.01746845245361328,79
6,0.05881426699999892,0.01961970329284668,80
6,0.04454675599999902,0.01930069923400879,81
6,0.041433243000000175,0.01681804656982422,82
6,0.042652544999999265,0.01756596565246582,83
6,0.048811079000000035,0.018955469131469727,84
6,0.0396394959999995,0.017369985580444336,85
6,0.04622681399999706,0.01781296730041504,86
6,0.040723438000000556,0.017277002334594727,87
6,0.04127790100000084,0.016774892807006836,88
6,0.04711253099999979,0.01933884620666504,89
6,0.04927596799999989,0.018723249435424805,90
6,0.04027225800000167,0.016075611114501953,91
6,0.04076778800000014,0.016865015029907227,92
6,0.04808500299999707,0.017997264862060547,93
6,0.04465794499999731,0.018031597137451172,94
6,0.04260358799999864,0.018166780471801758,95
6,0.14335998199999977,0.032680511474609375,96
6,0.04098012500000081,0.016644001007080078,97
6,0.038420562000002434,0.017519235610961914,98
6,0.038794020000000984,0.016575098037719727,99
7,0.049108945999996934,0.019355058670043945,0
7,0.04252756700000049,0.019487380981445312,1
7,0.046606610000001325,0.018406152725219727,2
7,0.04780783899999719,0.018407344818115234,3
7,0.05744148299999807,0.021590232849121094,4
7,0.05147678999999883,0.019350290298461914,5
7,0.04937809699999818,0.01912975311279297,6
7,0.04925490100000118,0.019244670867919922,7
7,0.04830330900000135,0.018225431442260742,8
7,0.06466495200000111,0.023249149322509766,9
7,0.04705115200000165,0.017864704132080078,10
7,0.04767182299999817,0.019604921340942383,11
7,0.14535892800000028,0.03621315956115723,12
7,0.06844070899999721,0.02115178108215332,13
7,0.04707412400000166,0.018813610076904297,14
7,0.04930987899999906,0.01828742027282715,15
7,0.04802033600000044,0.018869400024414062,16
7,0.045834631999998265,0.018834352493286133,17
7,0.050407639000003,0.019515275955200195,18
7,0.06415060600000189,0.023854732513427734,19
7,0.044105350999998905,0.01865220069885254,20
7,0.06478565200000119,0.03146672248840332,21
7,0.04938208000000088,0.018749713897705078,22
7,0.050252925999998865,0.018775224685668945,23
7,0.05966368400000022,0.01998424530029297,24
7,0.07037122499999882,0.031746864318847656,25
7,0.05120819799999765,0.019238948822021484,26
7,0.056268860999999504,0.022363662719726562,27
7,0.04714764999999943,0.018772125244140625,28
7,0.04760370500000022,0.017796754837036133,29
7,0.05361348299999946,0.02038884162902832,30
7,0.04790942300000012,0.020105600357055664,31
7,0.043192835000002816,0.018483638763427734,32
7,0.050916693000001345,0.018477201461791992,33
7,0.0660999430000011,0.023940324783325195,34
7,0.052293549999998135,0.022050857543945312,35
7,0.06455189800000127,0.02298140525817871,36
7,0.05569680099999985,0.02015089988708496,37
7,0.06364560999999824,0.02418804168701172,38
7,0.06633510999999714,0.02612614631652832,39
7,0.467820801000002,0.08596324920654297,40
7,0.05580550899999892,0.021968841552734375,41
7,0.06304479199999946,0.023921489715576172,42
7,0.05031978199999898,0.0199587345123291,43
7,0.04420743400000049,0.020297527313232422,44
7,0.047506964000000096,0.01967144012451172,45
7,0.0903696169999968,0.03753209114074707,46
7,0.04690459000000047,0.019377470016479492,47
7,0.06162395599999826,0.021657228469848633,48
7,0.04534236099999944,0.01835179328918457,49
7,0.050291115999996805,0.01848626136779785,50
7,0.04657698699999813,0.021527528762817383,51
7,0.09033491900000001,0.03293776512145996,52
7,0.0440830830000003,0.01937699317932129,53
7,0.0668273759999991,0.024935483932495117,54
7,0.048771267999999424,0.02096390724182129,55
7,0.049737930000002706,0.019977092742919922,56
7,0.04088727299999917,0.018004179000854492,57
7,0.04684399000000283,0.018590211868286133,58
7,0.07954483600000017,0.030725955963134766,59
7,0.04862876199999988,0.01929926872253418,60
7,0.06189375499999983,0.023736238479614258,61
7,0.05150053599999893,0.01984572410583496,62
7,0.0940830720000001,0.03163504600524902,63
7,0.095245362,0.026163101196289062,64
7,0.06471472199999795,0.02334141731262207,65
7,0.04305633599999936,0.018018722534179688,66
7,0.06323581999999917,0.022678613662719727,67
7,0.0683551609999995,0.024126291275024414,68
7,0.0485880949999995,0.018346309661865234,69
7,0.06392098499999932,0.027158021926879883,70
7,0.051250781000000245,0.01873612403869629,71
7,0.06647944299999864,0.024161100387573242,72
7,0.05141786200000098,0.018518447875976562,73
7,0.05575061900000122,0.023251771926879883,74
7,0.058656377000001925,0.0215914249420166,75
7,0.096431398,0.025188684463500977,76
7,0.049721091000002104,0.01810479164123535,77
7,0.04796346100000193,0.018541336059570312,78
7,0.05059953900000025,0.018741607666015625,79
7,0.06006037999999947,0.02289438247680664,80
7,0.05638205700000043,0.020986318588256836,81
7,0.04906992999999815,0.018460750579833984,82
7,0.05175653399999902,0.01896190643310547,83
7,0.06488778000000295,0.022901535034179688,84
7,0.04993307000000158,0.01896190643310547,85
7,0.04734913200000079,0.018654346466064453,86
7,0.06415493699999786,0.02210235595703125,87
7,0.06335834799999773,0.02092146873474121,88
7,0.06891456099999971,0.02391672134399414,89
7,0.0635756590000014,0.024827957153320312,90
7,0.04978381700000156,0.020112991333007812,91
7,0.11475283999999775,0.03005361557006836,92
7,0.04935562600000054,0.024224519729614258,93
7,0.11375350600000189,0.031053543090820312,94
7,0.05251199199999945,0.019247055053710938,95
7,0.06512753399999838,0.023279905319213867,96
7,0.042846738000001494,0.01905059814453125,97
7,0.0508333919999977,0.017982006072998047,98
7,0.04313364000000064,0.018158435821533203,99
8,0.08766344600000053,0.0299222469329834,0
8,0.06039793100000068,0.021816015243530273,1
8,0.06917763099999874,0.02651524543762207,2
8,0.07817376600000259,0.02667379379272461,3
8,0.0627452369999979,0.022856950759887695,4
8,0.07771184899999994,0.02815699577331543,5
8,0.061964627000001826,0.022188186645507812,6
8,0.06947754100000125,0.025905370712280273,7
8,0.0770973270000006,0.031877756118774414,8
8,0.0992394929999989,0.029359817504882812,9
8,0.05788786700000159,0.021578311920166016,10
8,0.05928568599999906,0.020865678787231445,11
8,0.06460239900000175,0.02221989631652832,12
8,0.06039094299999803,0.021703004837036133,13
8,0.07317698199999967,0.025615215301513672,14
8,0.13307090399999666,0.03859400749206543,15
8,0.07364565199999973,0.025688648223876953,16
8,0.06501454600000045,0.022854089736938477,17
8,0.06037610799999982,0.024042844772338867,18
8,0.10859333400000182,0.029386043548583984,19
8,0.061710395000002194,0.020966291427612305,20
8,0.06313895999999986,0.02241373062133789,21
8,0.061449388999999854,0.021252155303955078,22
8,0.07065891899999954,0.02382183074951172,23
8,0.058469250999998224,0.02185654640197754,24
8,0.07063082699999867,0.028843402862548828,25
8,0.1189174659999992,0.045775651931762695,26
8,0.08633533700000129,0.030765056610107422,27
8,0.07173687000000228,0.02415609359741211,28
8,0.06110418600000145,0.02187633514404297,29
8,0.06438247399999852,0.022363662719726562,30
8,0.06557135699999961,0.02287602424621582,31
8,0.05933792000000082,0.021253585815429688,32
8,0.062045626999999826,0.02228713035583496,33
8,0.06291351699999836,0.022103548049926758,34
8,0.06399907499999813,0.022003650665283203,35
8,0.07771419599999874,0.028264999389648438,36
8,0.062429830000002795,0.022159814834594727,37
8,0.06831039800000127,0.02507781982421875,38
8,0.06450558999999956,0.022770166397094727,39
8,0.13413873300000034,0.035408735275268555,40
8,0.06457896999999946,0.022213459014892578,41
8,0.05821024800000174,0.020827770233154297,42
8,0.07694890600000193,0.026509761810302734,43
8,0.06095116499999875,0.02510690689086914,44
8,0.07533913999999697,0.02523040771484375,45
8,0.06430962600000001,0.0219724178314209,46
8,0.06418164500000145,0.02275848388671875,47
8,0.10426628000000093,0.051284074783325195,48
8,0.06359452699999935,0.023112773895263672,49
8,0.06776362000000091,0.025050878524780273,50
8,0.06745339799999783,0.022966861724853516,51
8,0.06966535700000165,0.02393031120300293,52
8,0.06086972599999996,0.021076440811157227,53
8,0.0600397029999975,0.02070307731628418,54
8,0.07264059099999898,0.023964881896972656,55
8,0.05326936400000193,0.020163774490356445,56
8,0.0700054690000016,0.02436351776123047,57
8,0.05984669600000103,0.024567604064941406,58
8,0.1339545099999988,0.036385536193847656,59
8,0.06178367499999737,0.020873546600341797,60
8,0.07150143799999853,0.024221420288085938,61
8,0.06459212700000094,0.022931575775146484,62
8,0.059072062000002035,0.021761417388916016,63
8,0.06015034200000002,0.02174997329711914,64
8,0.13426568700000274,0.03849053382873535,65
8,0.06945324999999514,0.02387094497680664,66
8,0.06067220599999956,0.022015094757080078,67
8,0.058668009999998105,0.02202892303466797,68
8,0.06273137200000178,0.022638559341430664,69
8,0.058540497000002745,0.02093052864074707,70
8,0.05925475000000091,0.021412372589111328,71
8,0.08582642300000032,0.0281984806060791,72
8,0.06107814099999587,0.021643877029418945,73
8,0.06766746499999954,0.022649765014648438,74
8,0.06048658699999976,0.021811485290527344,75
8,0.058033944000001725,0.021083354949951172,76
8,0.06271550999999675,0.021371126174926758,77
8,0.0675333000000009,0.022151470184326172,78
8,0.07058176800000382,0.029703855514526367,79
8,0.06595926800000029,0.023002147674560547,80
8,0.05896187700000155,0.02090740203857422,81
8,0.08616412399999973,0.025180339813232422,82
8,0.0730479970000033,0.025568485260009766,83
8,0.09001171500000282,0.027910470962524414,84
8,0.06237474099999929,0.02212047576904297,85
8,0.06519661099999752,0.023241043090820312,86
8,0.0597235449999971,0.02258753776550293,87
8,0.0635561010000032,0.02330613136291504,88
8,0.06675934600000488,0.024178504943847656,89
8,0.09791716499999836,0.03405117988586426,90
8,0.062340120999998305,0.022408723831176758,91
8,0.07472050899999516,0.025053739547729492,92
8,0.05653698400000451,0.020833492279052734,93
8,0.06677072299999764,0.024788856506347656,94
8,0.057181693000003975,0.020569801330566406,95
8,0.0711348540000003,0.02482891082763672,96
8,0.058865975000003345,0.02214336395263672,97
8,0.06380026799999428,0.022434711456298828,98
8,0.06414698900000104,0.022243976593017578,99
9,0.11688415100000071,0.036698341369628906,0
9,0.20547359300000068,0.059519290924072266,1
9,0.1108671579999978,0.031879425048828125,2
9,0.11210023800000357,0.03296661376953125,3
9,0.11264851399999998,0.03302764892578125,4
9,0.11758995299999953,0.03353762626647949,5
9,0.10210864000000441,0.02865433692932129,6
9,0.1118151559999987,0.030828475952148438,7
9,0.1853237469999982,0.05109286308288574,8
9,0.19849229300000104,0.05520772933959961,9
9,0.172263736000005,0.046597957611083984,10
9,0.1839772319999966,0.050911664962768555,11
9,0.1821603980000006,0.047559499740600586,12
9,0.11440682000000635,0.03382468223571777,13
9,0.2033782380000062,0.05498147010803223,14
9,0.11999866200000042,0.034436702728271484,15
9,0.11234802300000268,0.032283782958984375,16
9,0.13683981500000186,0.039689064025878906,17
9,0.10480067700000006,0.03213095664978027,18
9,0.20124282300000118,0.05728864669799805,19
9,0.1911969359999972,0.05416131019592285,20
9,0.18739366199999807,0.04800748825073242,21
9,0.11287537100000122,0.03432011604309082,22
9,0.12303053799999475,0.035417795181274414,23
9,0.18683688000000132,0.04965043067932129,24
9,0.18153671999999688,0.04552721977233887,25
9,0.17951582300000268,0.05052661895751953,26
9,0.17222267900000077,0.04799628257751465,27
9,0.11632112600000255,0.03233194351196289,28
9,0.1118599119999999,0.02967524528503418,29
9,0.1132810080000013,0.03307986259460449,30
9,0.12239588499999599,0.03626537322998047,31
9,0.12260005099999916,0.034631967544555664,32
9,0.1344142270000006,0.03674149513244629,33
9,0.1103882270000014,0.0327296257019043,34
9,0.24094203199999953,0.06721735000610352,35
