n,CPLEX_TTS_process_time,CPLEX_TTS_clock_time,runid
4,0.19021487499999967,0.025098800659179688,31
4,0.07904457099999984,0.017480134963989258,32
4,0.08172014300000008,0.017702579498291016,33
4,0.058811990999999786,0.016219615936279297,34
4,0.03052449700000004,0.014731884002685547,35
4,0.048773637000000036,0.01586604118347168,36
4,0.08468746799999938,0.018562793731689453,37
4,0.030572058999999818,0.014786958694458008,38
4,0.07366366499999977,0.018012046813964844,39
4,0.11621502699999997,0.02071380615234375,40
4,0.04096088000000009,0.015406370162963867,41
4,0.02973312000000039,0.014380693435668945,42
4,0.03560023800000067,0.014641284942626953,43
4,0.030783688999999725,0.014749526977539062,44
4,0.02971387600000064,0.014393091201782227,45
4,0.09098274299999964,0.019127607345581055,46
4,0.1216594750000013,0.02072429656982422,47
4,0.062292832000000686,0.016909122467041016,48
4,0.10826970499999966,0.019818544387817383,49
4,0.02981135099999932,0.014400005340576172,50
4,0.06666065599999982,0.016764402389526367,51
4,0.029436612999999667,0.01433110237121582,52
4,0.02973089299999998,0.014353036880493164,53
4,0.06372673099999915,0.016561031341552734,54
4,0.029170271999999997,0.014161825180053711,55
4,0.029673315000000144,0.014180660247802734,56
4,0.029276901000001132,0.014194011688232422,57
4,0.07190412500000143,0.017180204391479492,58
4,0.030057998000000197,0.014548540115356445,59
4,0.05730787200000087,0.016044139862060547,60
4,0.02946994700000083,0.014205217361450195,61
4,0.029601357999998967,0.014165163040161133,62
4,0.03427762799999989,0.014467000961303711,63
4,0.02928692299999902,0.014253854751586914,64
4,0.14638508599999867,0.021775245666503906,65
4,0.08923322699999936,0.017943859100341797,66
4,0.08622986700000013,0.018083810806274414,67
4,0.030349074000000087,0.014173030853271484,68
4,0.09447498399999965,0.018439054489135742,69
4,0.031618982999999545,0.014358997344970703,70
4,0.06594475099999997,0.016574859619140625,71
4,0.030290184000000053,0.014588117599487305,72
4,0.04543768300000117,0.015458822250366211,73
4,0.03882387300000012,0.014764785766601562,74
4,0.12992652999999876,0.020854473114013672,75
4,0.11335564600000048,0.01971149444580078,76
4,0.2213728409999991,0.027202606201171875,77
4,0.13129182399999983,0.020978212356567383,78
4,0.033147551000000774,0.014498472213745117,79
4,0.035077100999998834,0.014572858810424805,80
4,0.15103254199999938,0.023252010345458984,81
4,0.0308863309999996,0.014679908752441406,82
4,0.04088784900000064,0.015314817428588867,83
4,0.07621483899999859,0.017409801483154297,84
4,0.029268911999999148,0.014133930206298828,85
4,0.02946985599999863,0.014317512512207031,86
4,0.12179289799999893,0.02051687240600586,87
4,0.037839605000000276,0.014738082885742188,88
4,0.12626109200000002,0.02058243751525879,89
4,0.07786363299999977,0.017954111099243164,90
4,0.030058002999998834,0.014481782913208008,91
4,0.029662012999999376,0.014386177062988281,92
4,0.05444528400000159,0.015952110290527344,93
4,0.02949791200000007,0.014234781265258789,94
4,0.03087767799999952,0.014539957046508789,95
4,0.03366002599999973,0.014826297760009766,96
4,0.029976302000001454,0.01432037353515625,97
4,0.02989570999999991,0.014330625534057617,98
4,0.08638969599999946,0.018114089965820312,99
5,0.0638874119999997,0.016891956329345703,0
5,0.030021448999999478,0.014445781707763672,1
5,0.03366932800000022,0.014444828033447266,2
5,0.0852315309999998,0.01855301856994629,3
5,0.04186119100000063,0.015493392944335938,4
5,0.030064720000000378,0.014574050903320312,5
5,0.02968234399999936,0.01449441909790039,6
5,0.049386889999999184,0.015796661376953125,7
5,0.04294031500000095,0.015091657638549805,8
5,0.08045808099999974,0.017776012420654297,9
5,0.0841413529999997,0.017786741256713867,10
5,0.059913049000000385,0.017233610153198242,11
5,0.05844359399999988,0.016984224319458008,12
5,0.05618645800000088,0.01655268669128418,13
5,0.03038943099999969,0.014505863189697266,14
5,0.0298394739999992,0.014436960220336914,15
5,0.0595827369999995,0.016527175903320312,16
5,0.030069206000000293,0.014517545700073242,17
5,0.05797345999999948,0.016820192337036133,18
5,0.03049309899999919,0.01483297348022461,19
5,0.029917627999999752,0.014328241348266602,20
5,0.02993047700000062,0.014534235000610352,21
5,0.3162518779999992,0.034143686294555664,22
5,0.03095583900000065,0.014991283416748047,23
5,0.030509815000000273,0.014784812927246094,24
5,0.030070685000000097,0.014629125595092773,25
5,0.029954380999999586,0.014467477798461914,26
5,0.030274029999999286,0.014752626419067383,27
5,0.06329961199999978,0.01666092872619629,28
5,0.19449357199999895,0.025472640991210938,29
5,0.030552861999998626,0.014722108840942383,30
5,0.05813305000000035,0.016423702239990234,31
5,0.059238638000000066,0.016291379928588867,32
5,0.044112876999999884,0.015265226364135742,33
5,0.029983584000000008,0.01463460922241211,34
5,0.06970021799999948,0.017278194427490234,35
5,0.05188503599999983,0.01642131805419922,36
5,0.06369455099999932,0.016834259033203125,37
5,0.08459217799999941,0.018192529678344727,38
5,0.030400569999999405,0.014810562133789062,39
5,0.03009707000000006,0.014639616012573242,40
5,0.11557814800000088,0.02029895782470703,41
5,0.029803685000000968,0.014446496963500977,42
5,0.08619205200000124,0.018248558044433594,43
5,0.09224013399999897,0.018808603286743164,44
5,0.1176420199999999,0.020550966262817383,45
5,0.03049139500000031,0.01494908332824707,46
5,0.15435347000000021,0.023027896881103516,47
5,0.1286881399999995,0.021140336990356445,48
5,0.06697284100000012,0.01732492446899414,49
5,0.03016173199999983,0.014635562896728516,50
5,0.030140948000001444,0.014582395553588867,51
5,0.08205713900000156,0.01809382438659668,52
5,0.06855244299999974,0.017235994338989258,53
5,0.030915989000000366,0.014869451522827148,54
5,0.03560185499999946,0.01484823226928711,55
5,0.031342005999999145,0.015089750289916992,56
5,0.030825644000000096,0.015030384063720703,57
5,0.12148492500000074,0.020809412002563477,58
5,0.05862387299999838,0.01671290397644043,59
5,0.030529741999998805,0.014836311340332031,60
5,0.030262705999998474,0.014754295349121094,61
5,0.02977628400000043,0.01446986198425293,62
5,0.09688215499999941,0.019192934036254883,63
5,0.030308837999999838,0.01474142074584961,64
5,0.029983989000001543,0.01451563835144043,65
5,0.09262732899999904,0.019080400466918945,66
5,0.03726264000000157,0.014961481094360352,67
5,0.06988415700000061,0.01715707778930664,68
5,0.11822880900000143,0.020137786865234375,69
5,0.06655426100000028,0.01802372932434082,70
5,0.08485456000000013,0.019021987915039062,71
5,0.03212585899999709,0.014767885208129883,72
5,0.03035721899999899,0.01484823226928711,73
5,0.030240484000000123,0.014725208282470703,74
5,0.03018045299999983,0.014531373977661133,75
5,0.05971878099999728,0.016613245010375977,76
5,0.030399459000001627,0.014776229858398438,77
5,0.029858163000000104,0.014574050903320312,78
5,0.030139972000000625,0.014655113220214844,79
5,0.031311398999999795,0.015193462371826172,80
5,0.09856306300000028,0.019066572189331055,81
5,0.07883907000000079,0.01788806915283203,82
5,0.06899184399999925,0.017165660858154297,83
5,0.10112688199999909,0.019331932067871094,84
5,0.043064535000002735,0.015954971313476562,85
5,0.03116742099999925,0.015178918838500977,86
5,0.03041625099999834,0.014707088470458984,87
5,0.0300453179999991,0.014757156372070312,88
5,0.14471853799999934,0.022294282913208008,89
5,0.07586887500000117,0.017735958099365234,90
5,0.03034193200000246,0.014807939529418945,91
5,0.032883733999998555,0.016123294830322266,92
5,0.0489979269999985,0.01624774932861328,93
5,0.030078462000002304,0.014822006225585938,94
5,0.1502604120000015,0.022752046585083008,95
5,0.06809374699999893,0.01728081703186035,96
5,0.030474545000000575,0.014806270599365234,97
5,0.030802880999999616,0.015076398849487305,98
5,0.030162162999999964,0.014628171920776367,99
6,0.06071044799999825,0.01914215087890625,0
6,0.07148056799999836,0.019518136978149414,1
6,0.06712550299999975,0.019527912139892578,2
6,0.06818003700000119,0.01973891258239746,3
6,0.0695072529999976,0.02017951011657715,4
6,0.13135699400000078,0.024591922760009766,5
6,0.07113317900000027,0.020580053329467773,6
6,0.07585803599999963,0.020515918731689453,7
6,0.37785672700000106,0.04150533676147461,8
6,0.08915500699999868,0.02250814437866211,9
6,0.17201327300000102,0.027455568313598633,10
6,0.12587135400000093,0.023180723190307617,11
6,0.07308929699999922,0.0203092098236084,12
6,0.15451287399999813,0.02736520767211914,13
6,0.18653015400000328,0.028856277465820312,14
6,0.08667884100000123,0.02121448516845703,15
6,0.08229796100000186,0.020360469818115234,16
6,0.06573978500000166,0.019636869430541992,17
6,0.07399320200000048,0.02019786834716797,18
6,0.07692445300000017,0.01961684226989746,19
6,0.061385272999999074,0.019543170928955078,20
6,0.08161450800000125,0.02102947235107422,21
6,0.06111618899999982,0.01863384246826172,22
6,0.085531636999999,0.02105879783630371,23
6,0.06746613199999985,0.01987624168395996,24
6,0.1282651890000004,0.023746728897094727,25
6,0.10415402000000284,0.022327423095703125,26
6,0.08234962999999951,0.021320581436157227,27
6,0.06489615399999948,0.0193636417388916,28
6,0.09175078199999831,0.021569490432739258,29
6,0.059958348000002104,0.018951416015625,30
6,0.06700840199999902,0.02013564109802246,31
6,0.07916067200000043,0.020898818969726562,32
6,0.06545747900000265,0.019407987594604492,33
6,0.18194916699999908,0.026562213897705078,34
6,0.06771365900000248,0.019228696823120117,35
6,0.27763168399999927,0.034256696701049805,36
6,0.20527993199999983,0.029284954071044922,37
6,0.06712975900000018,0.019915342330932617,38
6,0.22694779400000087,0.03116631507873535,39
6,0.09437626800000132,0.02181529998779297,40
6,0.05896166800000202,0.01863884925842285,41
6,0.0557925069999996,0.018538475036621094,42
6,0.08600828900000224,0.021077632904052734,43
6,0.07368324599999809,0.020212411880493164,44
6,0.10047133799999841,0.021425247192382812,45
6,0.06746612099999894,0.019498825073242188,46
6,0.062725382,0.019652605056762695,47
6,0.12094096099999874,0.023082733154296875,48
6,0.07083346399999968,0.02010798454284668,49
6,0.124729588000001,0.023401737213134766,50
6,0.07035279100000125,0.019237279891967773,51
6,0.10694586800000039,0.021776199340820312,52
6,0.09322338399999808,0.021249771118164062,53
6,0.07884617899999924,0.019708633422851562,54
6,0.09488054699999893,0.021126747131347656,55
6,0.06700092899999888,0.019304752349853516,56
6,0.10297008999999946,0.02231884002685547,57
6,0.056621872000000906,0.018751859664916992,58
6,0.0929973629999985,0.021147966384887695,59
6,0.06672659199999842,0.019233226776123047,60
6,0.06395722299999917,0.019527673721313477,61
6,0.062959124999999,0.019178390502929688,62
6,0.08144542799999854,0.02022695541381836,63
6,0.06920476599999859,0.02033090591430664,64
6,0.06752165600000026,0.019625186920166016,65
6,0.07050477099999952,0.020319700241088867,66
6,0.06616412400000016,0.019249439239501953,67
6,0.06273319599999994,0.019439220428466797,68
6,0.06399724699999965,0.019498825073242188,69
6,0.13368390899999838,0.023694992065429688,70
6,0.06579114600000224,0.019236326217651367,71
6,0.06912339899999864,0.01966238021850586,72
6,0.07847222199999848,0.019982099533081055,73
6,0.08904696200000117,0.02115917205810547,74
6,0.09337357999999796,0.021369457244873047,75
6,0.07576446899999922,0.019822359085083008,76
6,0.06750728299999764,0.019865751266479492,77
6,0.14219417800000045,0.024984359741210938,78
6,0.0908809969999993,0.021184682846069336,79
6,0.15295933000000161,0.02640223503112793,80
6,0.10050108100000088,0.021698713302612305,81
6,0.06782687599999804,0.019107818603515625,82
6,0.06689027400000214,0.0196990966796875,83
6,0.06841212300000166,0.019803285598754883,84
6,0.06940358499999988,0.019444704055786133,85
6,0.14171029999999973,0.02477431297302246,86
6,0.3577718300000008,0.039157867431640625,87
6,0.0629433540000015,0.01933002471923828,88
6,0.07337714900000236,0.020228862762451172,89
6,0.151651588,0.02571892738342285,90
6,0.07129807200000116,0.01945352554321289,91
6,0.08831410200000178,0.021276473999023438,92
6,0.07001100599999788,0.019884109497070312,93
6,0.07579172500000197,0.019655704498291016,94
6,0.16407194499999989,0.025871992111206055,95
6,0.06498609099999797,0.01844310760498047,96
6,0.05857637600000132,0.018361568450927734,97
6,0.057850811999998086,0.018552303314208984,98
6,0.08838185100000118,0.020741701126098633,99
7,0.13576953900000177,0.024811983108520508,0
7,0.09812695199999766,0.022172212600708008,1
7,0.23426725799999915,0.0311276912689209,2
7,0.12348600800000042,0.024007081985473633,3
7,0.5518935390000017,0.05324149131774902,4
7,0.08706611099999861,0.02160334587097168,5
7,0.06943731499999828,0.019902467727661133,6
7,0.1108970489999983,0.022836923599243164,7
7,0.11443999200000121,0.022856712341308594,8
7,0.14971514300000166,0.031016826629638672,9
7,0.08113720600000107,0.021135330200195312,10
7,0.06693060699999975,0.019973039627075195,11
7,0.1575796409999981,0.026451826095581055,12
7,0.08808272499999958,0.021422624588012695,13
7,0.19007811099999827,0.02808856964111328,14
7,0.12159400799999531,0.024063587188720703,15
7,0.07829643000000175,0.020885229110717773,16
7,0.12176857400000074,0.02387237548828125,17
7,0.0802641969999982,0.021583080291748047,18
7,0.09436415100000062,0.025709867477416992,19
7,0.1026874810000038,0.022733688354492188,20
7,0.1007952150000051,0.025794267654418945,21
7,0.08076738000000461,0.021139860153198242,22
7,0.12074844400000018,0.02380061149597168,23
7,0.15379648799999757,0.02606987953186035,24
7,0.31767504000000457,0.04184436798095703,25
7,0.08564796800000352,0.021683931350708008,26
7,0.0782895490000044,0.024374723434448242,27
7,0.0737015479999954,0.02023792266845703,28
7,0.08010178500000364,0.02121424674987793,29
7,0.08960063899999682,0.022342681884765625,30
7,0.0902927760000054,0.021755218505859375,31
7,0.06251126900000514,0.019974946975708008,32
7,0.2346348760000012,0.03172159194946289,33
7,0.1168319399999973,0.02747654914855957,34
7,0.07982450599999424,0.021334409713745117,35
7,0.3807959449999956,0.04510235786437988,36
7,0.09562643799999648,0.022815465927124023,37
7,0.11892927999999614,0.027416706085205078,38
7,0.09922115500000217,0.026210546493530273,39
7,0.06785646600000206,0.020776033401489258,40
7,0.09707928299999935,0.02278590202331543,41
7,0.12263354500000645,0.02760910987854004,42
7,0.08661294600000247,0.02156996726989746,43
7,0.06829421199999786,0.020592451095581055,44
7,0.11996865300000081,0.023374557495117188,45
7,0.07921600499999926,0.021153688430786133,46
7,0.08905824700000409,0.021160364151000977,47
7,0.08885985799999929,0.021435260772705078,48
7,0.14238715199999774,0.024668455123901367,49
7,0.1163741889999983,0.023824453353881836,50
7,0.0805656459999966,0.021583080291748047,51
7,0.06796167100000616,0.019690752029418945,52
7,0.0599362069999998,0.019408702850341797,53
7,0.06923683600000174,0.01994037628173828,54
7,0.08290237900000363,0.021840333938598633,55
7,0.10116984300000098,0.022104263305664062,56
7,0.06152137099999777,0.020030975341796875,57
7,0.1142327860000023,0.02406144142150879,58
7,0.08927076399999834,0.024862289428710938,59
7,0.1187179630000017,0.023916244506835938,60
7,0.06656243300000142,0.020112991333007812,61
7,0.1663317080000013,0.02676248550415039,62
7,0.13865331699999928,0.024907827377319336,63
7,0.2370043889999991,0.03132915496826172,64
7,0.10123985100000255,0.026586294174194336,65
7,0.06439821299999693,0.020381689071655273,66
7,0.10859931499999931,0.026782512664794922,67
7,0.23465151300000286,0.03503727912902832,68
7,0.24902809399999626,0.03323960304260254,69
7,0.09542702200000264,0.0253598690032959,70
7,0.10376542600000249,0.02255725860595703,71
7,0.10301632899999902,0.02596282958984375,72
7,0.1534423179999962,0.02581310272216797,73
7,0.07635655700000399,0.020933866500854492,74
7,0.08395549200000119,0.02102184295654297,75
7,0.07720678599999786,0.02075958251953125,76
7,0.15573120299999488,0.026224374771118164,77
7,0.07512453400000396,0.021170854568481445,78
7,0.12352830700000084,0.024471044540405273,79
7,0.08427855099999704,0.024180889129638672,80
7,0.07525386200000383,0.020650625228881836,81
7,0.16508743699999684,0.027198076248168945,82
7,0.09098105200000361,0.02249932289123535,83
7,0.09979490499999599,0.025841712951660156,84
7,0.06850331000000409,0.020005464553833008,85
7,0.07856165999999831,0.02122664451599121,86
7,0.12131615700000253,0.027303218841552734,87
7,0.07952081799999888,0.021167993545532227,88
7,0.09101603199999886,0.025101423263549805,89
7,0.20911869999999766,0.03387141227722168,90
7,0.16625173399999937,0.026680707931518555,91
7,0.07244106000000272,0.02071380615234375,92
7,1.0905078139999986,0.09856128692626953,93
7,0.21835260200000306,0.034925222396850586,94
7,0.11384919200000354,0.024026155471801758,95
7,0.11112508200000093,0.026938915252685547,96
7,0.060070926000001634,0.02013397216796875,97
7,0.090610882,0.022150039672851562,98
7,0.08882613699999808,0.022021770477294922,99
8,0.1408958800000022,0.030991315841674805,0
8,0.26747641600000094,0.036707162857055664,1
8,0.24737301399999723,0.04051518440246582,2
8,0.17033650300000147,0.03328752517700195,3
8,0.10230809899999826,0.024892568588256836,4
8,0.14926569200000017,0.03142905235290527,5
8,0.15607390899999984,0.02766871452331543,6
8,0.10935978399999868,0.028984785079956055,7
8,0.12686721400000067,0.03162407875061035,8
8,0.10488918000000069,0.026207447052001953,9
8,0.15706907999999942,0.0293121337890625,10
8,0.12300662799999884,0.025855541229248047,11
8,0.12978996000000365,0.02689218521118164,12
8,0.1036143789999997,0.025428295135498047,13
8,0.1977984310000025,0.03668808937072754,14
8,0.1068815959999938,0.025627613067626953,15
8,0.15915135200000208,0.032370567321777344,16
8,0.11868966899999833,0.026278018951416016,17
8,0.20588228799999797,0.03251194953918457,18
8,0.1276869000000005,0.028557777404785156,19
8,0.10051070400000128,0.0251314640045166,20
8,0.15783092399999532,0.029202699661254883,21
8,0.1023311559999982,0.024676084518432617,22
8,0.20913217399999695,0.03215479850769043,23
8,0.11464531299999692,0.02588820457458496,24
8,0.10404544099999669,0.025397300720214844,25
8,0.2712615780000007,0.04273557662963867,26
8,0.27957927899999646,0.041478872299194336,27
8,0.32686594499999444,0.0412755012512207,28
8,0.1604944829999937,0.02971363067626953,29
8,0.09977902500000368,0.025147199630737305,30
8,0.10621090299999736,0.025905370712280273,31
8,0.13865061799999978,0.02703857421875,32
8,0.12568520199999966,0.027080774307250977,33
8,0.10420092800000447,0.025595903396606445,34
8,0.10784309600000341,0.025664329528808594,35
8,0.10833126600000043,0.02908492088317871,36
8,0.19736969000000215,0.03197622299194336,37
8,0.10290422699999624,0.0285184383392334,38
8,0.1622395850000018,0.030580759048461914,39
8,0.10494326300000267,0.026491403579711914,40
8,0.17011596599999734,0.02936410903930664,41
8,0.13515196600000223,0.027167797088623047,42
8,0.12696723399999854,0.030861854553222656,43
8,0.20194733199999604,0.03268027305603027,44
8,0.1599963159999973,0.03272247314453125,45
8,0.13747046999999668,0.028287172317504883,46
8,0.10413399700000525,0.025814056396484375,47
8,0.14337911599999842,0.031447410583496094,48
8,0.09140554600000428,0.02382206916809082,49
8,0.10586029800000318,0.026328563690185547,50
8,0.14034118900000436,0.031835317611694336,51
8,0.15142528800000576,0.03257107734680176,52
8,0.102607208000002,0.026912450790405273,53
8,0.13542426300000443,0.027611255645751953,54
8,0.15417168799999814,0.030377864837646484,55
8,0.13197084000000103,0.028978347778320312,56
8,0.12054581900000017,0.029781818389892578,57
8,0.1843994130000013,0.03187227249145508,58
8,0.11472879600000141,0.029148101806640625,59
8,0.10476051399999875,0.025263309478759766,60
8,0.19653285400000442,0.036011695861816406,61
8,0.5174763779999978,0.0576324462890625,62
8,0.1619868889999978,0.030358076095581055,63
8,0.09985220100000447,0.025272369384765625,64
8,0.13802745099999925,0.03188180923461914,65
8,0.37650806099999556,0.047943115234375,66
8,0.0977298640000015,0.02438664436340332,67
8,0.20823121200000116,0.03243875503540039,68
8,0.12522751200000215,0.025948047637939453,69
8,0.09029704599999633,0.023575544357299805,70
8,0.09721205499999996,0.023670196533203125,71
8,0.11072664499999973,0.028729915618896484,72
8,0.10458167899999893,0.02565169334411621,73
8,0.1273625390000035,0.02634119987487793,74
8,0.23978794600000697,0.03568744659423828,75
8,0.11125189999999918,0.02521657943725586,76
8,0.09931093000000146,0.024361848831176758,77
8,0.13318501500000224,0.02748703956604004,78
8,0.13729703399999948,0.027112483978271484,79
8,0.10355740400000002,0.025197505950927734,80
8,0.15815238199999726,0.028751134872436523,81
8,0.1451190790000041,0.02824854850769043,82
8,0.12866963000000453,0.03190922737121582,83
8,0.12279462100000416,0.030022621154785156,84
8,0.09644258099999803,0.024426937103271484,85
8,0.1869767170000003,0.03131699562072754,86
8,0.17957764599999848,0.03138327598571777,87
8,0.10278163699999965,0.0263669490814209,88
8,0.11381008600000087,0.027961254119873047,89
8,0.11388671899999991,0.030022621154785156,90
8,0.17506586500000054,0.03131747245788574,91
8,0.11904809199999988,0.03077077865600586,92
8,0.09143478300000396,0.02415299415588379,93
8,0.33199152000000254,0.04793286323547363,94
8,0.11240950599999877,0.02738213539123535,95
8,0.11008263699999787,0.02905893325805664,96
8,0.10664112999999986,0.026210784912109375,97
8,0.1541121649999937,0.02902054786682129,98
8,0.10978462500000319,0.026559114456176758,99
9,0.18724945299999973,0.03411269187927246,0
9,0.17525782999999961,0.03796529769897461,1
9,0.20114406100000082,0.03371000289916992,2
9,0.1848230640000068,0.03444671630859375,3
9,0.4239906759999954,0.05081295967102051,4
9,0.183822794000001,0.03696703910827637,5
9,0.27188178600000157,0.04045367240905762,6
9,0.18786230300000284,0.033307790756225586,7
9,0.24284310099999828,0.04118657112121582,8
9,0.1652137780000018,0.03161144256591797,9
9,0.18961534099999966,0.033284664154052734,10
9,0.23558525600000024,0.03676009178161621,11
9,0.1714390929999965,0.03175711631774902,12
9,0.23423257099999972,0.0375676155090332,13
9,0.18833504700000248,0.03802061080932617,14
9,0.2508118689999961,0.0387117862701416,15
9,0.22545583099999078,0.03664851188659668,16
9,0.19391833599999586,0.03508782386779785,17
9,0.1753570670000073,0.03226971626281738,18
9,0.22879306199999405,0.038161516189575195,19
9,0.36601167800000667,0.048081159591674805,20
9,0.37172598100001153,0.05781984329223633,21
9,0.16794664400001125,0.03424787521362305,22
9,0.25960737500000164,0.04096698760986328,23
9,0.16214857800000004,0.034271955490112305,24
9,0.16067365800000744,0.03307843208312988,25
9,0.2122145379999978,0.03530168533325195,26
9,0.2951936879999977,0.0547637939453125,27
9,0.15492674399999373,0.030293703079223633,28
9,0.17485391399999628,0.03322935104370117,29
9,0.1512807539999983,0.03027629852294922,30
9,0.1759997449999986,0.032942771911621094,31
